
---------- Begin Simulation Statistics ----------
simSeconds                                   0.223206                       # Number of seconds simulated (Second)
simTicks                                 223205548000                       # Number of ticks simulated (Tick)
finalTick                                223205548000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    624.39                       # Real time elapsed on the host (Second)
hostTickRate                                357479923                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     838044                       # Number of bytes of host memory used (Byte)
simInsts                                     40491091                       # Number of instructions simulated (Count)
simOps                                       56064193                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    64849                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      89791                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       446411097                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                             22.320579                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.044802                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       30460239                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                      94                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      30454024                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                    88                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             2904137                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          1084249                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 52                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          446356745                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.068228                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             0.463449                       # Number of insts issued each cycle (Count)
system.l2.demandAccesses::cpu0.inst               575                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu0.data           2484841                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu1.inst               576                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu1.data           2484844                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu2.inst              2397                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu2.data              4495                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu3.inst              1622                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu3.data              1897                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               4981247                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu0.inst              575                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu0.data          2484841                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu1.inst              576                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu1.data          2484844                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu2.inst             2397                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu2.data             4495                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu3.inst             1622                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu3.data             1897                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              4981247                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu0.inst          0.980870                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu0.data          0.999990                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu1.inst          0.980903                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu1.data          0.999990                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu2.inst          0.811431                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu2.data          0.629588                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu3.inst          0.920469                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu3.data          0.787559                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.999453                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu0.inst         0.980870                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu0.data         0.999990                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu1.inst         0.980903                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu1.data         0.999990                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu2.inst         0.811431                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu2.data         0.629588                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu3.inst         0.920469                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu3.data         0.787559                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.999453                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu0.inst 99945.035461                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu0.data 86166.024835                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu1.inst 101543.362832                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu1.data 86166.210765                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu2.inst 88898.200514                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu2.data 92415.724382                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu3.inst 93327.528466                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu3.data 93115.127175                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    86178.276734                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu0.inst 99945.035461                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu0.data 86166.024835                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu1.inst 101543.362832                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu1.data 86166.210765                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu2.inst 88898.200514                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu2.data 92415.724382                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu3.inst 93327.528466                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu3.data 93115.127175                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   86178.276734                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks              4952761                       # number of writebacks (Count)
system.l2.writebacks::total                   4952761                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu0.inst             564                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu0.data         2484815                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu1.inst             565                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu1.data         2484818                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu2.inst            1945                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu2.data            2830                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu3.inst            1493                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu3.data            1494                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total             4978524                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu0.inst            564                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu0.data        2484815                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu1.inst            565                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu1.data        2484818                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu2.inst           1945                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu2.data           2830                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu3.inst           1493                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu3.data           1494                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total            4978524                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu0.inst     50729000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu0.data 189258491000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu1.inst     51722000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu1.data 189259181500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu2.inst    153457000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu2.data    233236500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu3.inst    124408000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu3.data    124174000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total   379255399000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu0.inst     50729000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu0.data 189258491000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu1.inst     51722000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu1.data 189259181500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu2.inst    153457000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu2.data    233236500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu3.inst    124408000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu3.data    124174000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total  379255399000                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu0.inst      0.980870                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu0.data      0.999990                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu1.inst      0.980903                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu1.data      0.999990                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu2.inst      0.811431                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu2.data      0.629588                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu3.inst      0.920469                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu3.data      0.787559                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.999453                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu0.inst     0.980870                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu0.data     0.999990                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu1.inst     0.980903                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu1.data     0.999990                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu2.inst     0.811431                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu2.data     0.629588                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu3.inst     0.920469                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu3.data     0.787559                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.999453                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu0.inst 89945.035461                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu0.data 76166.028859                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu1.inst 91543.362832                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu1.data 76166.214789                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu2.inst 78898.200514                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu2.data 82415.724382                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu3.inst 83327.528466                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu3.data 83115.127175                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 76178.280751                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu0.inst 89945.035461                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu0.data 76166.028859                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu1.inst 91543.362832                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu1.data 76166.214789                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu2.inst 78898.200514                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu2.data 82415.724382                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu3.inst 83327.528466                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu3.data 83115.127175                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 76178.280751                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                        4967160                       # number of replacements (Count)
system.l2.CleanEvict.mshrMisses::writebacks            3                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMisses::total              3                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.ReadCleanReq.hits::cpu0.inst             11                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::cpu1.inst             11                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::cpu2.inst            452                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::cpu3.inst            129                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total                603                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu0.inst          564                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::cpu1.inst          565                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::cpu2.inst         1945                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::cpu3.inst         1493                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total             4567                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu0.inst     56369000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::cpu1.inst     57372000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::cpu2.inst    172907000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::cpu3.inst    139338000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total    425986000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu0.inst          575                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::cpu1.inst          576                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::cpu2.inst         2397                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::cpu3.inst         1622                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total           5170                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu0.inst     0.980870                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::cpu1.inst     0.980903                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::cpu2.inst     0.811431                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::cpu3.inst     0.920469                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.883366                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu0.inst 99945.035461                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::cpu1.inst 101543.362832                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::cpu2.inst 88898.200514                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::cpu3.inst 93327.528466                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 93274.797460                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrMisses::cpu0.inst          564                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::cpu1.inst          565                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::cpu2.inst         1945                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::cpu3.inst         1493                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::total         4567                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMissLatency::cpu0.inst     50729000                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::cpu1.inst     51722000                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::cpu2.inst    153457000                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::cpu3.inst    124408000                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::total    380316000                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissRate::cpu0.inst     0.980870                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::cpu1.inst     0.980903                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::cpu2.inst     0.811431                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::cpu3.inst     0.920469                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::total     0.883366                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMshrMissLatency::cpu0.inst 89945.035461                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::cpu1.inst 91543.362832                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::cpu2.inst 78898.200514                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::cpu3.inst 83327.528466                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::total 83274.797460                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.hits::cpu0.data                 6                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::cpu1.data                 7                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::cpu2.data                77                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::cpu3.data                34                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::total                   124                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.misses::cpu0.data         2484087                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::cpu1.data         2484090                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::cpu2.data             637                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::cpu3.data             333                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::total             4969147                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.missLatency::cpu0.data 214041332500                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::cpu1.data 214041695500                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::cpu2.data     57309000                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::cpu3.data     30316500                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::total   428170653500                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.accesses::cpu0.data       2484093                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::cpu1.data       2484097                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::cpu2.data           714                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::cpu3.data           367                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::total           4969271                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.missRate::cpu0.data      0.999998                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::cpu1.data      0.999997                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::cpu2.data      0.892157                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::cpu3.data      0.907357                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::total          0.999975                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMissLatency::cpu0.data 86164.990397                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::cpu1.data 86165.032467                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::cpu2.data 89967.032967                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::cpu3.data 91040.540541                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::total 86165.825543                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.mshrMisses::cpu0.data      2484087                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::cpu1.data      2484090                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::cpu2.data          637                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::cpu3.data          333                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::total         4969147                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMissLatency::cpu0.data 189200472500                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::cpu1.data 189200805500                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::cpu2.data     50939000                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::cpu3.data     26986500                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::total 378479203500                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissRate::cpu0.data     0.999998                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.mshrMissRate::cpu1.data     0.999997                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.mshrMissRate::cpu2.data     0.892157                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.mshrMissRate::cpu3.data     0.907357                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.mshrMissRate::total      0.999975                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMshrMissLatency::cpu0.data 76164.994422                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.avgMshrMissLatency::cpu1.data 76165.036492                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.avgMshrMissLatency::cpu2.data 79967.032967                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.avgMshrMissLatency::cpu3.data 81040.540541                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.avgMshrMissLatency::total 76165.829568                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.hits::cpu0.data            20                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.hits::cpu1.data            19                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.hits::cpu2.data          1588                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.hits::cpu3.data           369                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.hits::total              1996                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.misses::cpu0.data          728                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.misses::cpu1.data          728                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.misses::cpu2.data         2193                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.misses::cpu3.data         1161                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.misses::total            4810                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.missLatency::cpu0.data     65298500                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.missLatency::cpu1.data     65656000                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.missLatency::cpu2.data    204227500                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.missLatency::cpu3.data    108797500                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.missLatency::total    443979500                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.accesses::cpu0.data          748                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.accesses::cpu1.data          747                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.accesses::cpu2.data         3781                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.accesses::cpu3.data         1530                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.accesses::total          6806                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.missRate::cpu0.data     0.973262                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.missRate::cpu1.data     0.974565                       # miss rate for ReadSharedReq accesses (Ratio)
